instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_group,hr,temp_group2
15391,2012-10-08,4,1,10,1,1,0,2,0.4,0.4091,0.62,0.0896,72,236,308,Sejuk,11,Sejuk
15392,2012-10-08,4,1,10,1,1,0,2,0.42,0.4242,0.63,0.1642,74,267,341,Sejuk,12,Sejuk
15393,2012-10-08,4,1,10,1,1,0,2,0.42,0.4242,0.62,0.194,82,323,405,Sejuk,13,Sejuk
15394,2012-10-08,4,1,10,1,1,0,2,0.42,0.4242,0.58,0.1045,121,299,420,Sejuk,14,Sejuk
15395,2012-10-08,4,1,10,1,1,0,3,0.42,0.4242,0.58,0.194,76,294,370,Sejuk,15,Sejuk
15396,2012-10-08,4,1,10,1,1,0,3,0.42,0.4242,0.58,0.194,61,316,377,Sejuk,16,Sejuk
15397,2012-10-08,4,1,10,1,1,0,2,0.42,0.4242,0.66,0.2537,81,416,497,Sejuk,17,Sejuk
15398,2012-10-08,4,1,10,1,1,0,2,0.42,0.4242,0.66,0.2836,41,415,456,Sejuk,18,Sejuk
15399,2012-10-08,4,1,10,1,1,0,2,0.4,0.4091,0.71,0.2537,38,333,371,Sejuk,19,Sejuk
15400,2012-10-08,4,1,10,1,1,0,3,0.4,0.4091,0.71,0.2239,20,207,227,Sejuk,20,Sejuk
15401,2012-10-08,4,1,10,1,1,0,2,0.4,0.4091,0.76,0.2239,17,134,151,Sejuk,21,Sejuk
15402,2012-10-08,4,1,10,1,1,0,3,0.4,0.4091,0.76,0.2537,6,101,107,Sejuk,22,Sejuk
15403,2012-10-08,4,1,10,1,1,0,2,0.4,0.4091,0.71,0.2239,9,60,69,Sejuk,23,Sejuk
15404,2012-10-09,4,1,10,0,2,1,2,0.38,0.3939,0.82,0.2239,9,22,31,Sejuk,0,Sejuk
15405,2012-10-09,4,1,10,0,2,1,3,0.36,0.3485,0.87,0.2239,0,13,13,Sejuk,1,Sejuk
15406,2012-10-09,4,1,10,0,2,1,3,0.36,0.3333,0.87,0.2537,2,5,7,Sejuk,2,Sejuk
15407,2012-10-09,4,1,10,0,2,1,3,0.36,0.3333,0.87,0.2836,0,3,3,Sejuk,3,Sejuk
15408,2012-10-09,4,1,10,0,2,1,3,0.36,0.3485,0.87,0.1642,1,6,7,Sejuk,4,Sejuk
15409,2012-10-09,4,1,10,0,2,1,2,0.38,0.3939,0.82,0.194,0,19,19,Sejuk,5,Sejuk
15410,2012-10-09,4,1,10,0,2,1,2,0.38,0.3939,0.82,0.2537,2,141,143,Sejuk,6,Sejuk
15411,2012-10-09,4,1,10,0,2,1,1,0.38,0.3939,0.83,0.2537,5,357,362,Sejuk,7,Sejuk
15412,2012-10-09,4,1,10,0,2,1,2,0.42,0.4242,0.8,0.194,15,698,713,Sejuk,8,Sejuk
15413,2012-10-09,4,1,10,0,2,1,2,0.42,0.4242,0.77,0.2239,37,345,382,Sejuk,9,Sejuk
15414,2012-10-09,4,1,10,0,2,1,2,0.44,0.4394,0.75,0.2239,33,131,164,Sejuk,10,Sejuk
15415,2012-10-09,4,1,10,0,2,1,2,0.48,0.4697,0.69,0.194,37,156,193,Sejuk,11,Sejuk
15416,2012-10-09,4,1,10,0,2,1,2,0.48,0.4697,0.69,0.194,43,217,260,Sejuk,12,Sejuk
15417,2012-10-09,4,1,10,0,2,1,2,0.5,0.4848,0.67,0.1343,54,184,238,Sejuk,13,Sejuk
15418,2012-10-09,4,1,10,0,2,1,2,0.54,0.5152,0.64,0.194,43,201,244,Hangat,14,Hangat
15419,2012-10-09,4,1,10,0,2,1,2,0.52,0.5,0.63,0.1642,59,195,254,Hangat,15,Hangat
15420,2012-10-09,4,1,10,0,2,1,2,0.5,0.4848,0.72,0.1642,70,354,424,Sejuk,16,Sejuk
15421,2012-10-09,4,1,10,0,2,1,2,0.52,0.5,0.68,0.1642,73,733,806,Hangat,17,Hangat
15422,2012-10-09,4,1,10,0,2,1,2,0.5,0.4848,0.72,0.2239,26,758,784,Sejuk,18,Sejuk
15423,2012-10-09,4,1,10,0,2,1,2,0.5,0.4848,0.72,0.1642,31,483,514,Sejuk,19,Sejuk
15424,2012-10-09,4,1,10,0,2,1,2,0.5,0.4848,0.72,0.1642,30,330,360,Sejuk,20,Sejuk
15425,2012-10-09,4,1,10,0,2,1,2,0.48,0.4697,0.77,0.1343,16,209,225,Sejuk,21,Sejuk
15426,2012-10-09,4,1,10,0,2,1,2,0.48,0.4697,0.77,0.0896,7,155,162,Sejuk,22,Sejuk
15427,2012-10-09,4,1,10,0,2,1,2,0.48,0.4697,0.77,0.0896,8,76,84,Sejuk,23,Sejuk
15428,2012-10-10,4,1,10,0,3,1,2,0.46,0.4545,0.88,0.0896,0,33,33,Sejuk,0,Sejuk
15429,2012-10-10,4,1,10,0,3,1,2,0.46,0.4545,0.88,0.0,2,6,8,Sejuk,1,Sejuk
15430,2012-10-10,4,1,10,0,3,1,2,0.46,0.4545,0.88,0.0,2,6,8,Sejuk,2,Sejuk
15431,2012-10-10,4,1,10,0,3,1,2,0.46,0.4545,0.88,0.0,0,6,6,Sejuk,3,Sejuk
15432,2012-10-10,4,1,10,0,3,1,2,0.46,0.4545,0.88,0.1045,0,6,6,Sejuk,4,Sejuk
15433,2012-10-10,4,1,10,0,3,1,2,0.46,0.4545,0.88,0.0896,2,38,40,Sejuk,5,Sejuk
15434,2012-10-10,4,1,10,0,3,1,2,0.46,0.4545,0.88,0.0896,3,172,175,Sejuk,6,Sejuk
15435,2012-10-10,4,1,10,0,3,1,1,0.46,0.4545,0.82,0.1045,9,498,507,Sejuk,7,Sejuk
15436,2012-10-10,4,1,10,0,3,1,1,0.5,0.4848,0.77,0.1642,33,806,839,Sejuk,8,Sejuk
15437,2012-10-10,4,1,10,0,3,1,1,0.54,0.5152,0.6,0.2836,35,331,366,Hangat,9,Hangat
15438,2012-10-10,4,1,10,0,3,1,1,0.56,0.5303,0.52,0.2985,27,190,217,Hangat,10,Hangat
15439,2012-10-10,4,1,10,0,3,1,1,0.54,0.5152,0.52,0.194,53,238,291,Hangat,11,Hangat
15440,2012-10-10,4,1,10,0,3,1,1,0.54,0.5152,0.56,0.2239,78,312,390,Hangat,12,Hangat
15441,2012-10-10,4,1,10,0,3,1,1,0.56,0.5303,0.49,0.0,60,237,297,Hangat,13,Hangat
15442,2012-10-10,4,1,10,0,3,1,1,0.6,0.6212,0.4,0.1642,63,208,271,Hangat,14,Hangat
15443,2012-10-10,4,1,10,0,3,1,1,0.6,0.6212,0.4,0.1642,58,261,319,Hangat,15,Hangat
15444,2012-10-10,4,1,10,0,3,1,1,0.6,0.6212,0.4,0.2239,92,474,566,Hangat,16,Hangat
15445,2012-10-10,4,1,10,0,3,1,1,0.58,0.5455,0.43,0.2239,91,857,948,Hangat,17,Hangat
15446,2012-10-10,4,1,10,0,3,1,2,0.56,0.5303,0.49,0.1642,57,787,844,Hangat,18,Hangat
15447,2012-10-10,4,1,10,0,3,1,2,0.56,0.5303,0.46,0.5821,32,534,566,Hangat,19,Hangat
15448,2012-10-10,4,1,10,0,3,1,1,0.52,0.5,0.48,0.4925,21,371,392,Hangat,20,Hangat
15449,2012-10-10,4,1,10,0,3,1,1,0.5,0.4848,0.51,0.3582,18,251,269,Sejuk,21,Sejuk
15450,2012-10-10,4,1,10,0,3,1,1,0.46,0.4545,0.55,0.2985,27,170,197,Sejuk,22,Sejuk
15451,2012-10-10,4,1,10,0,3,1,1,0.44,0.4394,0.58,0.194,17,119,136,Sejuk,23,Sejuk
15452,2012-10-11,4,1,10,0,4,1,1,0.44,0.4394,0.51,0.1343,1,41,42,Sejuk,0,Sejuk
15453,2012-10-11,4,1,10,0,4,1,1,0.44,0.4394,0.47,0.194,1,10,11,Sejuk,1,Sejuk
15454,2012-10-11,4,1,10,0,4,1,1,0.42,0.4242,0.5,0.1343,4,7,11,Sejuk,2,Sejuk
15455,2012-10-11,4,1,10,0,4,1,1,0.42,0.4242,0.47,0.2985,0,3,3,Sejuk,3,Sejuk
15456,2012-10-11,4,1,10,0,4,1,1,0.4,0.4091,0.5,0.2537,0,10,10,Sejuk,4,Sejuk
15457,2012-10-11,4,1,10,0,4,1,1,0.36,0.3485,0.5,0.1642,0,42,42,Sejuk,5,Sejuk
15458,2012-10-11,4,1,10,0,4,1,1,0.36,0.3485,0.5,0.1642,1,158,159,Sejuk,6,Sejuk
15459,2012-10-11,4,1,10,0,4,1,1,0.36,0.3333,0.5,0.2537,11,467,478,Sejuk,7,Sejuk
15460,2012-10-11,4,1,10,0,4,1,1,0.38,0.3939,0.46,0.3881,25,773,798,Sejuk,8,Sejuk
15461,2012-10-11,4,1,10,0,4,1,1,0.4,0.4091,0.43,0.3881,27,328,355,Sejuk,9,Sejuk
15462,2012-10-11,4,1,10,0,4,1,1,0.44,0.4394,0.41,0.3582,39,165,204,Sejuk,10,Sejuk
15463,2012-10-11,4,1,10,0,4,1,1,0.46,0.4545,0.36,0.0,76,175,251,Sejuk,11,Sejuk
15464,2012-10-11,4,1,10,0,4,1,1,0.46,0.4545,0.36,0.0,47,279,326,Sejuk,12,Sejuk
15465,2012-10-11,4,1,10,0,4,1,1,0.5,0.4848,0.31,0.1045,48,243,291,Sejuk,13,Sejuk
15466,2012-10-11,4,1,10,0,4,1,1,0.52,0.5,0.32,0.0896,78,270,348,Hangat,14,Hangat
15467,2012-10-11,4,1,10,0,4,1,1,0.52,0.5,0.34,0.1642,102,358,460,Hangat,15,Hangat
15468,2012-10-11,4,1,10,0,4,1,1,0.5,0.4848,0.36,0.1343,68,413,481,Sejuk,16,Sejuk
15469,2012-10-11,4,1,10,0,4,1,1,0.5,0.4848,0.39,0.2836,90,737,827,Sejuk,17,Sejuk
15470,2012-10-11,4,1,10,0,4,1,1,0.46,0.4545,0.44,0.1642,64,628,692,Sejuk,18,Sejuk
15471,2012-10-11,4,1,10,0,4,1,1,0.44,0.4394,0.51,0.1343,81,662,743,Sejuk,19,Sejuk
15472,2012-10-11,4,1,10,0,4,1,1,0.42,0.4242,0.62,0.1642,27,388,415,Sejuk,20,Sejuk
15473,2012-10-11,4,1,10,0,4,1,1,0.42,0.4242,0.62,0.1343,24,236,260,Sejuk,21,Sejuk
15474,2012-10-11,4,1,10,0,4,1,1,0.4,0.4091,0.66,0.1642,10,167,177,Sejuk,22,Sejuk
15475,2012-10-11,4,1,10,0,4,1,1,0.42,0.4242,0.58,0.0896,10,176,186,Sejuk,23,Sejuk
15476,2012-10-12,4,1,10,0,5,1,1,0.4,0.4091,0.66,0.1045,8,60,68,Sejuk,0,Sejuk
15477,2012-10-12,4,1,10,0,5,1,1,0.4,0.4091,0.66,0.0896,8,29,37,Sejuk,1,Sejuk
15478,2012-10-12,4,1,10,0,5,1,1,0.4,0.4091,0.66,0.0896,0,16,16,Sejuk,2,Sejuk
15479,2012-10-12,4,1,10,0,5,1,1,0.36,0.3636,0.76,0.0896,0,6,6,Sejuk,3,Sejuk
15480,2012-10-12,4,1,10,0,5,1,1,0.36,0.3636,0.76,0.1045,0,8,8,Sejuk,4,Sejuk
15481,2012-10-12,4,1,10,0,5,1,1,0.36,0.3636,0.81,0.0896,2,33,35,Sejuk,5,Sejuk
15482,2012-10-12,4,1,10,0,5,1,1,0.34,0.3485,0.81,0.0896,3,140,143,Dingin,6,Dingin
15483,2012-10-12,4,1,10,0,5,1,1,0.36,0.3636,0.81,0.0896,8,384,392,Sejuk,7,Sejuk
15484,2012-10-12,4,1,10,0,5,1,1,0.42,0.4242,0.71,0.0896,34,711,745,Sejuk,8,Sejuk
15485,2012-10-12,4,1,10,0,5,1,1,0.5,0.4848,0.39,0.2985,26,374,400,Sejuk,9,Sejuk
15486,2012-10-12,4,1,10,0,5,1,1,0.52,0.5,0.36,0.2985,75,200,275,Hangat,10,Hangat
15487,2012-10-12,4,1,10,0,5,1,1,0.54,0.5152,0.37,0.3582,61,252,313,Hangat,11,Hangat
15488,2012-10-12,4,1,10,0,5,1,1,0.54,0.5152,0.39,0.4627,75,312,387,Hangat,12,Hangat
15489,2012-10-12,4,1,10,0,5,1,1,0.56,0.5303,0.37,0.3881,81,300,381,Hangat,13,Hangat
15490,2012-10-12,4,1,10,0,5,1,1,0.56,0.5303,0.37,0.4627,109,262,371,Hangat,14,Hangat
15491,2012-10-12,4,1,10,0,5,1,1,0.52,0.5,0.42,0.4478,138,317,455,Hangat,15,Hangat
15492,2012-10-12,4,1,10,0,5,1,1,0.46,0.4545,0.41,0.3582,108,412,520,Sejuk,16,Sejuk
15493,2012-10-12,4,1,10,0,5,1,1,0.46,0.4545,0.38,0.3881,131,706,837,Sejuk,17,Sejuk
15494,2012-10-12,4,1,10,0,5,1,1,0.44,0.4394,0.38,0.2985,76,566,642,Sejuk,18,Sejuk
15495,2012-10-12,4,1,10,0,5,1,1,0.42,0.4242,0.41,0.2239,40,453,493,Sejuk,19,Sejuk
15496,2012-10-12,4,1,10,0,5,1,1,0.42,0.4242,0.47,0.1343,28,280,308,Sejuk,20,Sejuk
15497,2012-10-12,4,1,10,0,5,1,1,0.4,0.4091,0.54,0.194,21,169,190,Sejuk,21,Sejuk
15498,2012-10-12,4,1,10,0,5,1,1,0.4,0.4091,0.47,0.2985,17,143,160,Sejuk,22,Sejuk
15499,2012-10-12,4,1,10,0,5,1,1,0.36,0.3485,0.57,0.194,11,89,100,Sejuk,23,Sejuk
15500,2012-10-13,4,1,10,0,6,0,1,0.36,0.3636,0.57,0.0896,31,218,249,Sejuk,0,Sejuk
15501,2012-10-13,4,1,10,0,6,0,1,0.34,0.3333,0.53,0.1343,23,123,146,Dingin,1,Dingin
15502,2012-10-13,4,1,10,0,6,0,1,0.34,0.3333,0.53,0.194,7,60,67,Dingin,2,Dingin
15503,2012-10-13,4,1,10,0,6,0,1,0.32,0.303,0.66,0.2239,2,13,15,Dingin,3,Dingin
15504,2012-10-13,4,1,10,0,6,0,1,0.3,0.303,0.65,0.1642,2,9,11,Dingin,4,Dingin
15505,2012-10-13,4,1,10,0,6,0,1,0.3,0.2879,0.61,0.194,0,11,11,Dingin,5,Dingin
15506,2012-10-13,4,1,10,0,6,0,1,0.3,0.2879,0.61,0.194,5,23,28,Dingin,6,Dingin
15507,2012-10-13,4,1,10,0,6,0,1,0.3,0.303,0.61,0.1642,10,60,70,Dingin,7,Dingin
15508,2012-10-13,4,1,10,0,6,0,1,0.34,0.3485,0.53,0.1045,23,151,174,Dingin,8,Dingin
15509,2012-10-13,4,1,10,0,6,0,1,0.36,0.3636,0.5,0.0896,46,220,266,Sejuk,9,Sejuk
15510,2012-10-13,4,1,10,0,6,0,1,0.4,0.4091,0.43,0.0,82,265,347,Sejuk,10,Sejuk
15511,2012-10-13,4,1,10,0,6,0,1,0.42,0.4242,0.35,0.1343,192,335,527,Sejuk,11,Sejuk
15512,2012-10-13,4,1,10,0,6,0,1,0.44,0.4394,0.35,0.0,202,371,573,Sejuk,12,Sejuk
15513,2012-10-13,4,1,10,0,6,0,1,0.46,0.4545,0.36,0.194,235,435,670,Sejuk,13,Sejuk
15514,2012-10-13,4,1,10,0,6,0,1,0.48,0.4697,0.33,0.194,243,354,597,Sejuk,14,Sejuk
15515,2012-10-13,4,1,10,0,6,0,1,0.5,0.4848,0.36,0.194,251,364,615,Sejuk,15,Sejuk
15516,2012-10-13,4,1,10,0,6,0,1,0.5,0.4848,0.31,0.194,294,343,637,Sejuk,16,Sejuk
15517,2012-10-13,4,1,10,0,6,0,1,0.46,0.4545,0.38,0.1642,193,335,528,Sejuk,17,Sejuk
15518,2012-10-13,4,1,10,0,6,0,1,0.46,0.4545,0.44,0.1343,174,299,473,Sejuk,18,Sejuk
15519,2012-10-13,4,1,10,0,6,0,1,0.44,0.4394,0.44,0.1642,73,259,332,Sejuk,19,Sejuk
15520,2012-10-13,4,1,10,0,6,0,1,0.4,0.4091,0.54,0.0896,57,198,255,Sejuk,20,Sejuk
15521,2012-10-13,4,1,10,0,6,0,1,0.4,0.4091,0.58,0.194,47,157,204,Sejuk,21,Sejuk
15522,2012-10-13,4,1,10,0,6,0,1,0.4,0.4091,0.62,0.0,33,156,189,Sejuk,22,Sejuk
15523,2012-10-13,4,1,10,0,6,0,1,0.42,0.4242,0.58,0.2985,27,98,125,Sejuk,23,Sejuk
15524,2012-10-14,4,1,10,0,0,0,1,0.4,0.4091,0.71,0.2537,8,103,111,Sejuk,0,Sejuk
15525,2012-10-14,4,1,10,0,0,0,1,0.42,0.4242,0.77,0.2836,16,96,112,Sejuk,1,Sejuk
15526,2012-10-14,4,1,10,0,0,0,1,0.4,0.4091,0.76,0.0896,8,58,66,Sejuk,2,Sejuk
15527,2012-10-14,4,1,10,0,0,0,1,0.42,0.4242,0.77,0.2985,3,25,28,Sejuk,3,Sejuk
15528,2012-10-14,4,1,10,0,0,0,1,0.42,0.4242,0.77,0.2836,2,10,12,Sejuk,4,Sejuk
15529,2012-10-14,4,1,10,0,0,0,1,0.4,0.4091,0.82,0.194,5,6,11,Sejuk,5,Sejuk
15530,2012-10-14,4,1,10,0,0,0,1,0.4,0.4091,0.82,0.1642,4,20,24,Sejuk,6,Sejuk
15531,2012-10-14,4,1,10,0,0,0,1,0.42,0.4242,0.82,0.2239,7,44,51,Sejuk,7,Sejuk
15532,2012-10-14,4,1,10,0,0,0,1,0.44,0.4394,0.77,0.194,28,104,132,Sejuk,8,Sejuk
15533,2012-10-14,4,1,10,0,0,0,2,0.48,0.4697,0.67,0.2836,62,161,223,Sejuk,9,Sejuk
15534,2012-10-14,4,1,10,0,0,0,1,0.54,0.5152,0.56,0.194,150,278,428,Hangat,10,Hangat
15535,2012-10-14,4,1,10,0,0,0,1,0.56,0.5303,0.52,0.2985,156,338,494,Hangat,11,Hangat
15536,2012-10-14,4,1,10,0,0,0,1,0.62,0.6212,0.46,0.3284,200,362,562,Hangat,12,Hangat
15537,2012-10-14,4,1,10,0,0,0,1,0.64,0.6212,0.41,0.4478,218,401,619,Hangat,13,Hangat
15538,2012-10-14,4,1,10,0,0,0,1,0.66,0.6212,0.39,0.4179,249,368,617,Hangat,14,Hangat
15539,2012-10-14,4,1,10,0,0,0,1,0.66,0.6212,0.39,0.4179,213,355,568,Hangat,15,Hangat
15540,2012-10-14,4,1,10,0,0,0,1,0.64,0.6212,0.41,0.2985,203,378,581,Hangat,16,Hangat
15541,2012-10-14,4,1,10,0,0,0,1,0.64,0.6212,0.44,0.194,193,346,539,Hangat,17,Hangat
15542,2012-10-14,4,1,10,0,0,0,1,0.58,0.5455,0.6,0.2537,134,319,453,Hangat,18,Hangat
15543,2012-10-14,4,1,10,0,0,0,1,0.56,0.5303,0.64,0.2239,68,268,336,Hangat,19,Hangat
15544,2012-10-14,4,1,10,0,0,0,1,0.54,0.5152,0.73,0.2239,48,198,246,Hangat,20,Hangat
15545,2012-10-14,4,1,10,0,0,0,1,0.56,0.5303,0.73,0.4478,40,156,196,Hangat,21,Hangat
15546,2012-10-14,4,1,10,0,0,0,1,0.56,0.5303,0.73,0.3881,38,87,125,Hangat,22,Hangat
15547,2012-10-14,4,1,10,0,0,0,2,0.56,0.5303,0.68,0.2836,27,78,105,Hangat,23,Hangat
15548,2012-10-15,4,1,10,0,1,1,2,0.56,0.5303,0.73,0.2537,17,31,48,Hangat,0,Hangat
15549,2012-10-15,4,1,10,0,1,1,2,0.58,0.5455,0.64,0.3881,5,24,29,Hangat,1,Hangat
15550,2012-10-15,4,1,10,0,1,1,2,0.58,0.5455,0.64,0.3582,1,5,6,Hangat,2,Hangat
15551,2012-10-15,4,1,10,0,1,1,2,0.56,0.5303,0.73,0.2537,2,2,4,Hangat,3,Hangat
15552,2012-10-15,4,1,10,0,1,1,2,0.56,0.5303,0.68,0.2239,1,9,10,Hangat,4,Hangat
15553,2012-10-15,4,1,10,0,1,1,2,0.56,0.5303,0.73,0.2836,2,38,40,Hangat,5,Hangat
15554,2012-10-15,4,1,10,0,1,1,2,0.56,0.5303,0.73,0.2985,6,141,147,Hangat,6,Hangat
15555,2012-10-15,4,1,10,0,1,1,2,0.58,0.5455,0.68,0.3284,15,461,476,Hangat,7,Hangat
15556,2012-10-15,4,1,10,0,1,1,2,0.6,0.6061,0.64,0.3881,24,713,737,Hangat,8,Hangat
15557,2012-10-15,4,1,10,0,1,1,3,0.6,0.5909,0.69,0.3881,31,328,359,Hangat,9,Hangat
15558,2012-10-15,4,1,10,0,1,1,2,0.6,0.5909,0.73,0.3881,43,125,168,Hangat,10,Hangat
15559,2012-10-15,4,1,10,0,1,1,2,0.6,0.5909,0.73,0.3881,88,175,263,Hangat,11,Hangat
15560,2012-10-15,4,1,10,0,1,1,3,0.6,0.5758,0.78,0.3284,73,211,284,Hangat,12,Hangat
15561,2012-10-15,4,1,10,0,1,1,2,0.56,0.5303,0.88,0.2239,37,109,146,Hangat,13,Hangat
15562,2012-10-15,4,1,10,0,1,1,2,0.6,0.5758,0.78,0.2836,57,128,185,Hangat,14,Hangat
15563,2012-10-15,4,1,10,0,1,1,1,0.6,0.5758,0.78,0.3284,70,190,260,Hangat,15,Hangat
15564,2012-10-15,4,1,10,0,1,1,1,0.56,0.5303,0.64,0.2985,76,371,447,Hangat,16,Hangat
15565,2012-10-15,4,1,10,0,1,1,1,0.56,0.5303,0.64,0.2537,96,670,766,Hangat,17,Hangat
15566,2012-10-15,4,1,10,0,1,1,3,0.54,0.5152,0.77,0.1343,52,540,592,Hangat,18,Hangat
15567,2012-10-15,4,1,10,0,1,1,3,0.52,0.5,0.83,0.0896,12,227,239,Hangat,19,Hangat
15568,2012-10-15,4,1,10,0,1,1,2,0.52,0.5,0.72,0.3881,19,237,256,Hangat,20,Hangat
15569,2012-10-15,4,1,10,0,1,1,1,0.52,0.5,0.59,0.3284,16,190,206,Hangat,21,Hangat
15570,2012-10-15,4,1,10,0,1,1,1,0.5,0.4848,0.59,0.2836,8,118,126,Sejuk,22,Sejuk
15571,2012-10-15,4,1,10,0,1,1,1,0.46,0.4545,0.63,0.2239,9,72,81,Sejuk,23,Sejuk
15572,2012-10-16,4,1,10,0,2,1,1,0.46,0.4545,0.63,0.3881,3,45,48,Sejuk,0,Sejuk
15573,2012-10-16,4,1,10,0,2,1,1,0.44,0.4394,0.67,0.194,4,9,13,Sejuk,1,Sejuk
15574,2012-10-16,4,1,10,0,2,1,1,0.44,0.4394,0.67,0.1343,2,1,3,Sejuk,2,Sejuk
15575,2012-10-16,4,1,10,0,2,1,1,0.42,0.4242,0.67,0.1045,0,2,2,Sejuk,3,Sejuk
15576,2012-10-16,4,1,10,0,2,1,1,0.42,0.4242,0.67,0.1642,0,7,7,Sejuk,4,Sejuk
15577,2012-10-16,4,1,10,0,2,1,1,0.42,0.4242,0.67,0.2537,5,47,52,Sejuk,5,Sejuk
15578,2012-10-16,4,1,10,0,2,1,1,0.42,0.4242,0.67,0.1642,4,168,172,Sejuk,6,Sejuk
15579,2012-10-16,4,1,10,0,2,1,1,0.42,0.4242,0.67,0.0896,20,505,525,Sejuk,7,Sejuk
15580,2012-10-16,4,1,10,0,2,1,1,0.44,0.4394,0.62,0.0,35,800,835,Sejuk,8,Sejuk
15581,2012-10-16,4,1,10,0,2,1,1,0.48,0.4697,0.55,0.2537,32,323,355,Sejuk,9,Sejuk
15582,2012-10-16,4,1,10,0,2,1,1,0.5,0.4848,0.48,0.2836,65,157,222,Sejuk,10,Sejuk
15583,2012-10-16,4,1,10,0,2,1,1,0.5,0.4848,0.45,0.4179,56,172,228,Sejuk,11,Sejuk
15584,2012-10-16,4,1,10,0,2,1,2,0.52,0.5,0.45,0.3284,69,256,325,Hangat,12,Hangat
15585,2012-10-16,4,1,10,0,2,1,1,0.52,0.5,0.45,0.2836,68,260,328,Hangat,13,Hangat
15586,2012-10-16,4,1,10,0,2,1,1,0.54,0.5152,0.39,0.2537,94,214,308,Hangat,14,Hangat
15587,2012-10-16,4,1,10,0,2,1,1,0.54,0.5152,0.41,0.3284,76,270,346,Hangat,15,Hangat
15588,2012-10-16,4,1,10,0,2,1,1,0.54,0.5152,0.39,0.2836,79,367,446,Hangat,16,Hangat
15589,2012-10-16,4,1,10,0,2,1,1,0.52,0.5,0.39,0.194,104,839,943,Hangat,17,Hangat
15590,2012-10-16,4,1,10,0,2,1,1,0.5,0.4848,0.42,0.1642,71,767,838,Sejuk,18,Sejuk
15591,2012-10-16,4,1,10,0,2,1,1,0.48,0.4697,0.48,0.0,40,491,531,Sejuk,19,Sejuk
15592,2012-10-16,4,1,10,0,2,1,1,0.46,0.4545,0.55,0.0,35,397,432,Sejuk,20,Sejuk
15593,2012-10-16,4,1,10,0,2,1,1,0.46,0.4545,0.63,0.0,19,176,195,Sejuk,21,Sejuk
15594,2012-10-16,4,1,10,0,2,1,1,0.4,0.4091,0.71,0.0896,18,163,181,Sejuk,22,Sejuk
15595,2012-10-16,4,1,10,0,2,1,1,0.4,0.4091,0.71,0.0,23,176,199,Sejuk,23,Sejuk
15596,2012-10-17,4,1,10,0,3,1,1,0.38,0.3939,0.76,0.0,1,48,49,Sejuk,0,Sejuk
15597,2012-10-17,4,1,10,0,3,1,1,0.38,0.3939,0.76,0.0,3,14,17,Sejuk,1,Sejuk
15598,2012-10-17,4,1,10,0,3,1,1,0.38,0.3939,0.76,0.0,4,12,16,Sejuk,2,Sejuk
15599,2012-10-17,4,1,10,0,3,1,1,0.36,0.3788,0.87,0.0,0,7,7,Sejuk,3,Sejuk
15600,2012-10-17,4,1,10,0,3,1,1,0.36,0.3636,0.81,0.0896,0,4,4,Sejuk,4,Sejuk
15601,2012-10-17,4,1,10,0,3,1,2,0.36,0.3788,0.81,0.0,2,39,41,Sejuk,5,Sejuk
15602,2012-10-17,4,1,10,0,3,1,1,0.38,0.3939,0.82,0.0,7,171,178,Sejuk,6,Sejuk
15603,2012-10-17,4,1,10,0,3,1,1,0.36,0.3636,0.81,0.1045,15,449,464,Sejuk,7,Sejuk
15604,2012-10-17,4,1,10,0,3,1,2,0.4,0.4091,0.76,0.0,38,779,817,Sejuk,8,Sejuk
15605,2012-10-17,4,1,10,0,3,1,2,0.42,0.4242,0.77,0.0,38,344,382,Sejuk,9,Sejuk
15606,2012-10-17,4,1,10,0,3,1,2,0.46,0.4545,0.67,0.0,60,168,228,Sejuk,10,Sejuk
15607,2012-10-17,4,1,10,0,3,1,2,0.5,0.4848,0.51,0.0896,78,156,234,Sejuk,11,Sejuk
15608,2012-10-17,4,1,10,0,3,1,2,0.52,0.5,0.48,0.1642,71,261,332,Hangat,12,Hangat
15609,2012-10-17,4,1,10,0,3,1,2,0.54,0.5152,0.49,0.1343,73,237,310,Hangat,13,Hangat
15610,2012-10-17,4,1,10,0,3,1,2,0.56,0.5303,0.43,0.1642,82,188,270,Hangat,14,Hangat
15611,2012-10-17,4,1,10,0,3,1,2,0.58,0.5455,0.43,0.2239,62,239,301,Hangat,15,Hangat
15612,2012-10-17,4,1,10,0,3,1,1,0.56,0.5303,0.52,0.194,70,396,466,Hangat,16,Hangat
15613,2012-10-17,4,1,10,0,3,1,1,0.54,0.5152,0.56,0.1045,122,766,888,Hangat,17,Hangat
15614,2012-10-17,4,1,10,0,3,1,1,0.52,0.5,0.59,0.1642,90,794,884,Hangat,18,Hangat
15615,2012-10-17,4,1,10,0,3,1,1,0.5,0.4848,0.72,0.194,49,467,516,Sejuk,19,Sejuk
15616,2012-10-17,4,1,10,0,3,1,1,0.5,0.4848,0.72,0.1343,54,360,414,Sejuk,20,Sejuk
15617,2012-10-17,4,1,10,0,3,1,1,0.46,0.4545,0.82,0.194,28,301,329,Sejuk,21,Sejuk
15618,2012-10-17,4,1,10,0,3,1,1,0.46,0.4545,0.88,0.2537,17,198,215,Sejuk,22,Sejuk
